caption_length,comments,content_category,engagement_rate,followers_gained,hashtags_count,impressions,media_type,Sum of likes,post_id,Sum of reach,Sum of saves,Sum of shares,traffic_source,upload_date
17,7860,Comedy,1.06,29,16,1924591,Photo,3643,IG0001356,1767327,4019,4829,Reels Feed,9/25/2025
17,8722,Technology,23.38,228,24,653998,Reel,133722,IG0002774,215789,9848,631,Explore,4/15/2025
17,9916,Travel,39.58,913,26,484635,Video,179409,IG0003968,97542,2242,260,Hashtags,8/7/2025
18,1237,Beauty,11.59,900,22,1299778,Carousel,143577,IG0023847,1205679,3927,1935,Hashtags,2/23/2025
18,1770,Photography,3.27,330,24,1977441,Video,47075,IG0002913,1805278,11064,4802,External,7/24/2025
18,2611,Fitness,4.25,951,26,1476425,Video,48847,IG0015748,1312010,9043,2218,External,8/9/2025
18,4672,Comedy,7.31,463,0,2090024,Video,138817,IG0009527,1630972,4896,4384,External,6/23/2025
18,5285,Travel,11.7,348,3,1758712,Reel,195218,IG0009174,1666020,883,4470,Reels Feed,10/8/2025
18,6831,Fashion,19.95,272,30,694388,Reel,118590,IG0009314,291837,11607,1498,Explore,5/17/2025
18,7478,Lifestyle,10.08,303,11,2066725,Reel,188384,IG0012152,1671161,11817,728,Home Feed,12/15/2024
18,8411,Fitness,1.69,863,16,1956293,Photo,12143,IG0012251,1533505,11353,1118,Reels Feed,8/19/2025
18,9692,Music,5.93,769,15,974844,Photo,41133,IG0010180,486787,3742,3284,Profile,11/24/2024
18,9767,Food,15.09,41,12,1412691,Photo,187492,IG0011483,1012707,10969,4882,Reels Feed,7/22/2025
19,1812,Fashion,1.42,975,9,1682652,Photo,6131,IG0011884,1189084,13563,2432,Home Feed,8/8/2025
19,2061,Fashion,3.23,325,6,1378557,Carousel,34413,IG0019874,1290456,7387,693,Home Feed,11/8/2025
19,2899,Music,12.39,821,18,1704894,Carousel,198713,IG0006270,1375282,9203,373,Explore,5/18/2025
19,3032,Fashion,5.05,17,4,1581295,Reel,63994,IG0003080,1226342,11540,1286,External,4/23/2025
19,3037,Technology,16.95,383,25,1184285,Reel,179041,IG0005191,712314,14665,3947,Explore,3/16/2025
19,3632,Music,12.27,62,19,1294486,Reel,144432,IG0005519,1289770,10416,366,Home Feed,2/21/2025
19,3985,Fashion,19.61,822,0,217238,Video,26330,IG0028325,64498,8352,3944,Explore,7/30/2025
19,5162,Food,3.74,629,24,1280478,Carousel,38399,IG0001680,1223663,806,3483,External,7/9/2025
19,5831,Technology,20.21,913,27,880580,Carousel,161008,IG0000218,456704,9504,1628,Hashtags,11/19/2025
19,6214,Technology,8.3,471,19,2140642,Photo,169106,IG0025140,1667994,486,1812,Hashtags,9/23/2025
19,6393,Photography,12.4,981,4,503627,Video,41986,IG0018966,282605,13348,736,Reels Feed,5/31/2025
19,7452,Fashion,10.94,570,1,1845592,Video,188836,IG0009290,1518973,890,4782,Hashtags,9/16/2025
20,363,Photography,8.47,227,1,649870,Photo,49256,IG0007164,634678,5060,334,Reels Feed,8/12/2025
20,817,Food,11.91,804,14,358171,Reel,34634,IG0016669,2814,4831,2392,External,6/2/2025
20,1764,Technology,1.3,151,23,2211766,Photo,17048,IG0026567,1832290,7786,2182,Profile,7/7/2025
20,3172,Fashion,12.08,49,3,1712905,Reel,198337,IG0012625,1655272,1788,3659,Profile,5/5/2025
20,3603,Beauty,8.65,427,17,2060251,Photo,163331,IG0010395,1955730,8787,2391,Hashtags,7/11/2025
20,4248,Music,16.51,322,29,1237035,Reel,191727,IG0014684,1101961,5168,3097,Home Feed,5/20/2025
20,4297,Lifestyle,15.88,669,1,1030292,Carousel,143885,IG0015821,729120,12635,2842,Explore,5/19/2025
20,5145,Beauty,15.19,912,13,1027891,Carousel,139388,IG0026766,1002474,11162,432,Reels Feed,11/20/2024
20,5400,Music,7.21,573,9,1454157,Photo,94669,IG0003429,1359807,1067,3649,External,7/9/2025
20,5836,Travel,27.91,399,27,554865,Reel,145746,IG0013057,82660,225,3064,Explore,5/14/2025
20,6180,Lifestyle,31.06,970,20,401699,Photo,106149,IG0025218,329831,11389,1057,Home Feed,5/2/2025
20,6407,Fashion,30.62,35,4,461341,Reel,121076,IG0000449,210321,9921,3842,Home Feed,7/28/2025
20,6466,Lifestyle,22.07,620,26,718147,Reel,136427,IG0022892,714035,13014,2600,Home Feed,8/16/2025
20,6882,Technology,5.21,309,18,1794756,Video,78799,IG0003865,1384736,5726,2045,Explore,2/13/2025
20,8822,Beauty,1.42,106,7,1945454,Carousel,3879,IG0002422,1879066,12748,2096,Explore,3/7/2025
20,9305,Music,16.93,752,18,1175016,Carousel,183399,IG0024078,676530,2580,3701,Profile,4/17/2025
21,748,Photography,12.1,140,20,1125845,Reel,125773,IG0018954,986837,6449,3260,External,6/10/2025
21,877,Lifestyle,11.67,143,19,1803399,Carousel,194903,IG0006641,1684610,11276,3412,Explore,6/7/2025
21,2389,Comedy,7.2,73,23,1927865,Carousel,123233,IG0024005,1431708,9036,4211,Explore,8/25/2025
21,3299,Music,13.37,472,16,1345133,Video,166634,IG0018604,889665,5710,4202,Home Feed,5/9/2025
21,3841,Lifestyle,5.35,548,29,522310,Reel,20412,IG0001092,63944,2847,868,Hashtags,5/30/2025
21,4140,Technology,11.97,109,7,1634838,Photo,176477,IG0014499,1350259,11637,3413,Explore,2/14/2025
21,4708,Fitness,5.69,92,9,1829102,Photo,84829,IG0015149,1329935,12191,2423,External,12/3/2024
21,5337,Food,17.62,573,8,783278,Carousel,123923,IG0022349,446613,5955,2806,Hashtags,2/9/2025
21,5471,Fitness,10.3,554,21,1673708,Carousel,150651,IG0016355,1342753,11816,4458,External,9/2/2025
21,5910,Lifestyle,3.8,100,30,2314859,Video,76480,IG0014772,1882305,2203,3434,Explore,8/31/2025
21,7097,Fitness,7.93,786,19,1192696,Reel,81438,IG0003408,1164711,5824,229,Reels Feed,12/11/2024
21,7134,Fashion,5.33,465,8,2067258,Reel,97640,IG0010185,1592787,5010,354,Profile,4/1/2025
22,1121,Comedy,7.34,386,22,1298038,Carousel,82028,IG0020465,868766,7802,4382,Profile,11/9/2025
22,3753,Travel,4.09,849,0,1512005,Carousel,40852,IG0025461,1245760,14753,2437,Explore,4/23/2025
22,4501,Travel,20.79,324,18,853617,Video,167948,IG0010500,510374,3373,1641,Hashtags,1/18/2025
22,4711,Food,7.06,197,1,1813544,Carousel,118183,IG0025253,1589479,4413,767,Explore,2/3/2025
22,5163,Comedy,8.37,928,25,1715248,Photo,129571,IG0007079,1375127,3922,4840,External,10/9/2025
22,5717,Fashion,14.53,766,26,952228,Reel,121397,IG0004578,465865,10529,756,Explore,12/22/2024
22,6690,Music,21.08,326,14,524216,Reel,91302,IG0013806,380855,12092,399,Reels Feed,1/3/2025
22,9179,Photography,9.99,133,19,1785850,Reel,164234,IG0011468,1556859,4956,100,Profile,7/18/2025
22,9497,Lifestyle,14.2,905,20,1140703,Video,149805,IG0017632,691931,2088,645,External,11/15/2025
23,848,Beauty,25.65,1,13,803531,Carousel,198986,IG0022254,653149,2367,3902,Profile,3/2/2025
23,1097,Fashion,11.39,86,12,1614251,Reel,176634,IG0009368,1200980,4219,1862,Home Feed,8/6/2025
23,1662,Technology,10.26,983,23,1166001,Photo,112411,IG0013887,971581,798,4738,Reels Feed,8/15/2025
23,1775,Photography,9.87,914,23,2015254,Video,184729,IG0015061,1641163,8476,3913,Home Feed,10/20/2025
23,2228,Travel,20.98,500,11,290158,Video,50966,IG0007252,105159,4675,3019,Reels Feed,3/1/2025
23,2289,Fashion,6.75,177,19,813872,Photo,39358,IG0016337,369523,12206,1111,Profile,9/17/2025
23,3455,Music,30.75,488,14,561318,Reel,151691,IG0004541,353146,14408,3074,Profile,12/3/2024
23,3462,Technology,11.36,846,0,1791006,Video,183222,IG0015627,1638883,12606,4121,Home Feed,6/6/2025
23,3796,Comedy,9.42,306,2,1846558,Photo,167645,IG0021963,1778614,1122,1420,Profile,2/7/2025
23,4188,Travel,3.83,875,18,1310209,Video,40412,IG0017023,871942,1003,4589,External,3/26/2025
23,4429,Lifestyle,13.67,406,2,1257015,Carousel,156581,IG0002688,1113664,7083,3706,External,10/6/2025
23,4494,Beauty,10.56,608,21,1050085,Reel,96852,IG0017628,620925,9514,62,External,6/23/2025
23,4609,Fashion,10.4,63,11,1826479,Video,173515,IG0008515,1381085,9866,1958,External,12/19/2024
23,4828,Comedy,1.77,406,15,663157,Video,1143,IG0017945,475898,3506,2231,Explore,4/26/2025
23,5300,Beauty,8.21,504,30,2156454,Reel,157673,IG0001119,1853880,11645,2509,Reels Feed,10/1/2025
23,5861,Photography,0.73,810,11,1260570,Carousel,66,IG0014932,865323,2403,875,Hashtags,12/2/2024
23,6443,Photography,89.38,467,3,240220,Photo,191603,IG0011326,102458,13690,2961,Home Feed,2/24/2025
23,6697,Photography,8.62,57,5,1120035,Video,87954,IG0024461,1037563,192,1717,External,12/3/2024
24,1036,Fashion,6.5,616,22,1974792,Reel,113555,IG0028303,1768353,12264,1451,External,9/14/2025
24,2555,Fitness,8.94,795,19,1971769,Photo,163259,IG0021276,1589606,7098,3328,External,9/20/2025
24,2579,Food,8.07,15,8,988119,Photo,59121,IG0021449,812187,13218,4830,Reels Feed,8/18/2025
24,3137,Comedy,7.2,467,29,2095083,Video,133560,IG0013441,1828103,12440,1745,Home Feed,2/1/2025
24,4035,Photography,1.09,904,5,1326198,Reel,958,IG0025198,937324,5154,4258,Profile,7/29/2025
24,5227,Music,23.96,63,5,683994,Reel,156221,IG0029982,568403,1883,538,External,10/28/2025
24,5511,Fitness,36.4,688,6,566357,Photo,188224,IG0027132,553546,11953,483,External,10/11/2025
24,6305,Music,6.86,735,21,1563903,Reel,93705,IG0023627,1169839,4115,3120,Profile,1/16/2025
24,6629,Photography,6.01,665,27,1501600,Reel,81903,IG0029959,1300878,996,762,External,12/24/2024
24,7136,Photography,14.68,716,16,925827,Video,112640,IG0011432,853259,14263,1878,Reels Feed,6/12/2025
24,7637,Beauty,5.11,663,26,1319750,Video,50051,IG0003844,1201269,5823,3938,External,2/26/2025
24,7832,Travel,16.37,592,29,934275,Reel,134316,IG0002191,797074,7660,3173,Hashtags,9/19/2025
24,7845,Music,6.88,483,8,1238677,Reel,65892,IG0021734,932722,7327,4191,Home Feed,10/7/2025
24,8148,Travel,30.06,911,5,709367,Photo,188605,IG0000746,321254,14764,1684,External,4/17/2025
24,9319,Comedy,11.61,624,27,790645,Photo,76894,IG0010379,725814,1488,4064,Hashtags,1/12/2025
25,3027,Comedy,65.46,721,5,268733,Carousel,161815,IG0005640,243121,6790,4271,External,2/10/2025
25,3059,Music,8.82,950,18,1357118,Reel,114541,IG0026112,1288706,207,1886,Reels Feed,1/8/2025
25,5794,Food,1.05,541,4,2332271,Photo,11362,IG0000744,1904546,4649,2710,Explore,5/2/2025
25,7138,Technology,20.67,31,7,891567,Carousel,173646,IG0010867,467566,637,2899,Home Feed,6/18/2025
25,7239,Photography,4.88,433,6,456586,Photo,10850,IG0007995,188345,3525,685,Explore,12/4/2024
25,7421,Photography,6.87,872,25,861033,Photo,35450,IG0004237,399106,12435,3827,Reels Feed,2/28/2025
25,9299,Lifestyle,8.98,548,4,783969,Photo,50260,IG0011925,575582,9503,1376,Hashtags,2/27/2025
25,9749,Fitness,10.54,936,29,1868706,Video,173526,IG0028590,1548985,9989,3663,Reels Feed,6/22/2025
26,236,Technology,4.15,196,10,1130016,Video,34846,IG0009937,838038,9969,1803,Hashtags,4/11/2025
26,1357,Lifestyle,16.32,769,28,1127605,Reel,178029,IG0005238,943681,4441,206,Profile,12/18/2024
26,2017,Comedy,2.58,343,23,2143663,Carousel,45395,IG0013561,1647972,3215,4671,Home Feed,9/25/2025
26,2069,Food,13.7,778,15,1287421,Photo,156113,IG0024398,1181486,13196,4998,Profile,2/9/2025
26,2598,Travel,16.73,356,3,847128,Reel,130305,IG0000548,421971,8389,446,Reels Feed,5/17/2025
26,3065,Fashion,20.59,755,24,612935,Carousel,115439,IG0024293,313098,4935,2751,Reels Feed,11/10/2025
26,4371,Travel,10.33,880,12,1067132,Reel,97002,IG0026312,907624,5521,3292,Hashtags,2/15/2025
26,4860,Beauty,11.38,407,9,1701418,Photo,172760,IG0001008,1691470,11012,4944,Hashtags,8/15/2025
26,5410,Food,30.82,548,1,487869,Reel,128617,IG0013046,450351,14356,1974,Home Feed,7/13/2025
26,5690,Food,7.88,960,18,1711455,Carousel,119233,IG0010595,1662411,5790,4113,Profile,12/18/2024
26,6634,Fashion,33.72,675,6,558490,Video,172737,IG0017148,64772,4525,4436,External,10/14/2025
26,6962,Fashion,12.88,555,6,1676047,Carousel,196769,IG0009192,1373573,10385,1794,Explore,10/10/2025
26,8715,Music,1.68,353,2,2203135,Carousel,13274,IG0000920,1940777,13216,1856,Profile,2/2/2025
26,9273,Food,4.13,812,21,537115,Carousel,802,IG0001989,464611,8679,3408,Explore,2/4/2025
26,9477,Photography,18.26,604,4,690055,Carousel,113141,IG0022212,496673,310,3079,Profile,9/5/2025
27,117,Fashion,23.25,160,25,677019,Photo,141975,IG0003834,332659,12162,3160,External,11/3/2025
27,177,Photography,7.54,48,21,2052325,Video,146780,IG0023272,1972347,4294,3416,Reels Feed,9/16/2025
27,1588,Photography,4.77,794,21,1933428,Reel,80880,IG0006372,1835788,7155,2617,Reels Feed,11/2/2025
27,1596,Fitness,6.61,923,30,2337412,Video,136018,IG0004191,1988635,12085,4794,Home Feed,7/30/2025
27,1634,Travel,28.96,548,25,664266,Video,187570,IG0028409,572533,1636,1529,Profile,9/30/2025
27,1971,Comedy,15.99,896,1,1189737,Reel,177321,IG0022778,894237,7173,3820,Home Feed,10/25/2025
27,3163,Travel,2.88,302,9,1929713,Video,43532,IG0016943,1442409,7611,1282,Profile,8/24/2025
27,3421,Comedy,37.16,364,12,422413,Carousel,151651,IG0018894,9347,681,1235,Explore,5/8/2025
27,3569,Travel,4.78,203,8,2264947,Reel,96922,IG0009300,1772329,5417,2252,Hashtags,1/14/2025
27,3886,Fashion,33.9,746,1,221355,Photo,64700,IG0018570,92138,3170,3274,Explore,9/19/2025
27,4231,Beauty,4.83,309,29,1219964,Video,43155,IG0022768,879919,10686,850,Explore,5/14/2025
27,4334,Fitness,21.66,28,0,464988,Video,79864,IG0022527,311623,12528,3969,External,9/27/2025
27,6252,Comedy,5.95,202,7,1748697,Video,84050,IG0023610,1321425,9514,4200,Profile,1/2/2025
27,6965,Music,7.33,455,8,1591753,Video,105403,IG0019089,1119386,2536,1778,Profile,4/20/2025
27,7269,Fashion,7.73,905,17,2081417,Video,147791,IG0023993,1969027,5289,584,Explore,5/22/2025
27,8408,Travel,18.57,452,30,1019055,Carousel,168024,IG0024506,797586,8013,4835,Profile,5/8/2025
27,9490,Beauty,18.66,336,2,917607,Reel,155664,IG0003568,501261,3864,2222,External,3/1/2025
27,9689,Fitness,2.83,578,9,1147587,Photo,13629,IG0005266,745427,8661,496,Reels Feed,7/15/2025
28,1876,Music,11.15,764,27,1808192,Carousel,199103,IG0001367,1764374,249,396,Reels Feed,7/20/2025
28,2498,Fitness,3.96,475,29,2440078,Photo,81231,IG0027294,1955106,11656,1343,Explore,11/8/2025
28,2971,Food,4.5,563,22,1288236,Video,53488,IG0024545,846808,1089,424,Profile,11/10/2025
28,5056,Music,23,97,30,746567,Video,160173,IG0018751,735289,6347,141,Explore,11/28/2024
28,6348,Comedy,2.68,714,13,2166150,Reel,46116,IG0019165,1669822,2065,3419,Reels Feed,1/29/2025
28,6832,Lifestyle,4.82,266,30,1486165,Photo,58282,IG0003569,1024694,3727,2852,Explore,8/7/2025
28,7148,Technology,3.34,518,0,2237277,Reel,60484,IG0006108,1901838,4876,2121,Reels Feed,8/30/2025
28,7972,Music,9.02,509,20,1640428,Reel,132757,IG0011566,1411903,2320,4850,External,7/8/2025
28,8051,Photography,6.38,188,17,813402,Photo,30469,IG0012866,442096,12142,1197,Home Feed,8/27/2025
28,9257,Photography,5.18,23,3,2108403,Reel,94208,IG0013713,1888607,3316,2506,External,12/23/2024
28,9878,Travel,28.47,146,28,714897,Video,188083,IG0005360,608851,2399,3139,External,7/1/2025
29,1016,Beauty,11.2,630,21,739872,Video,70959,IG0019670,272802,9100,1769,Hashtags,5/15/2025
29,1535,Food,35.71,976,29,531709,Carousel,183700,IG0018768,110418,4118,506,Explore,5/15/2025
29,2139,Lifestyle,5.76,814,8,1739739,Carousel,86409,IG0005429,1732359,8206,3458,Profile,10/31/2025
29,3554,Fitness,12.65,305,16,1405132,Photo,158250,IG0024675,998558,14235,1665,Profile,7/25/2025
29,3967,Lifestyle,25.5,508,6,803061,Reel,194675,IG0008104,406466,5216,944,Profile,12/1/2024
29,5231,Music,21.79,279,1,820905,Video,156932,IG0016952,557623,13962,2745,Reels Feed,6/19/2025
29,5693,Beauty,2.76,99,1,1182103,Photo,21349,IG0007906,819915,4334,1238,Hashtags,12/8/2024
29,6695,Fashion,36.82,407,4,569581,Video,196986,IG0017616,106386,2413,3602,External,6/18/2025
29,6836,Comedy,8.64,242,29,823046,Reel,49733,IG0014195,715387,10105,4454,External,4/24/2025
29,8298,Music,18.93,752,6,828296,Video,132245,IG0004303,583843,14581,1640,Reels Feed,9/24/2025
29,8876,Photography,13.32,419,9,1254213,Photo,146196,IG0023088,1131120,10588,1419,Home Feed,11/2/2025
30,154,Comedy,22.58,297,2,621477,Photo,130844,IG0020053,204813,6545,2782,Reels Feed,11/18/2025
30,258,Travel,0.29,150,16,1110406,Carousel,514,IG0024454,936840,839,1620,Hashtags,4/30/2025
30,498,Music,11.87,897,2,1367130,Photo,144170,IG0016593,1079232,14193,3465,External,4/25/2025
30,1257,Fitness,24.21,609,20,869704,Reel,199294,IG0028640,557542,5631,4370,Home Feed,10/25/2025
30,1282,Beauty,62.1,397,0,286525,Carousel,162008,IG0007623,173937,12853,1785,Hashtags,4/13/2025
30,4273,Comedy,2.77,232,15,1687325,Photo,31117,IG0026890,1476068,8796,2587,Reels Feed,9/9/2025
30,4474,Food,3.73,602,22,1629618,Photo,48422,IG0023476,1623461,6932,962,Home Feed,4/26/2025
30,4793,Lifestyle,21.83,544,1,1002200,Reel,199733,IG0022118,514940,12783,1423,Reels Feed,5/2/2025
30,5667,Travel,10.12,356,26,766499,Photo,58589,IG0026615,751498,9067,4264,Profile,4/10/2025
30,6736,Fashion,4.72,293,25,2347591,Reel,101967,IG0017464,1993279,1389,606,External,10/19/2025
30,6818,Fashion,3,390,8,1469966,Reel,21237,IG0022484,1051936,12757,3342,Profile,10/21/2025
30,8051,Technology,10.35,892,25,1972019,Video,190726,IG0029766,1726053,2871,2491,Hashtags,3/31/2025
30,9786,Music,4.19,752,17,2303190,Video,72517,IG0013595,1910514,13896,195,Hashtags,6/3/2025
31,227,Food,5.24,928,8,2200564,Video,104987,IG0029096,1929835,9781,375,External,6/28/2025
31,605,Lifestyle,11.2,570,8,786676,Video,73401,IG0001494,533467,12722,1391,Home Feed,5/14/2025
31,2799,Travel,46.96,195,12,289109,Reel,114955,IG0008106,168646,14206,3810,Home Feed,12/9/2024
31,3305,Music,13.52,992,16,530338,Reel,51349,IG0021638,144076,12819,4239,Reels Feed,5/3/2025
31,3519,Travel,4.09,199,4,1562007,Reel,53757,IG0017724,1435229,4133,2462,Reels Feed,8/18/2025
31,4708,Beauty,7.57,70,23,805072,Photo,42276,IG0015429,418368,11915,2042,Hashtags,8/22/2025
31,4746,Comedy,2.83,857,27,2148215,Video,46441,IG0012413,1873518,6570,3143,External,12/14/2024
31,5012,Food,10.62,723,24,1765984,Carousel,175343,IG0009859,1677655,2377,4800,Home Feed,5/16/2025
31,5159,Fashion,83.23,365,7,192641,Carousel,140142,IG0027991,174366,10575,4458,Explore,10/22/2025
31,5854,Travel,9.42,964,26,1126753,Reel,88369,IG0026281,854893,7416,4520,Explore,11/10/2025
31,6653,Music,9.85,593,2,1066692,Video,88004,IG0024228,643986,5939,4472,External,3/7/2025
31,7617,Comedy,9.68,203,12,1661191,Carousel,149236,IG0009795,1190303,2854,1062,Profile,9/16/2025
31,8802,Lifestyle,7.19,917,5,794839,Carousel,37429,IG0020957,744399,6640,4316,Hashtags,10/12/2025
31,9252,Food,2.28,267,6,1353320,Carousel,14652,IG0026435,1275848,6703,266,Home Feed,11/3/2025
32,678,Fashion,10.7,77,8,1851740,Reel,182825,IG0029576,1588660,11097,3526,Reels Feed,8/13/2025
32,800,Beauty,5.44,136,9,871908,Photo,31059,IG0008638,374284,11222,4313,Explore,7/7/2025
32,1312,Photography,4.11,422,8,1586407,Carousel,61658,IG0017512,1186100,777,1405,Profile,11/16/2025
32,2016,Lifestyle,15.47,853,18,613993,Reel,82221,IG0029679,249378,7104,3669,Hashtags,1/21/2025
32,2264,Lifestyle,46.49,796,10,308464,Photo,135136,IG0009376,44732,1177,4814,Profile,2/10/2025
32,4540,Food,25.03,876,18,841623,Video,191869,IG0029592,415905,10259,3966,Home Feed,11/29/2024
32,5239,Technology,8.5,73,27,1831003,Reel,135099,IG0003018,1680197,12419,2802,Profile,9/30/2025
32,5423,Photography,36.65,890,13,374823,Carousel,120655,IG0021692,191259,6683,4595,Hashtags,9/11/2025
32,5449,Photography,14.17,7,1,1508125,Photo,197604,IG0006436,1037477,8346,2283,Reels Feed,4/16/2025
32,5499,Lifestyle,3.03,325,11,1861824,Photo,40351,IG0019700,1412485,7621,2876,Reels Feed,8/25/2025
32,5790,Music,8.49,811,30,2239515,Video,175833,IG0015763,1826218,6420,2056,External,12/27/2024
32,7053,Photography,18.23,784,6,1202797,Carousel,199930,IG0021192,919209,7566,4735,Profile,5/4/2025
32,7304,Comedy,2.58,253,28,1776910,Video,35007,IG0005280,1505805,2175,1340,Reels Feed,2/22/2025
32,7312,Travel,14.6,728,8,1270575,Photo,165265,IG0021094,1069310,12804,166,Explore,8/9/2025
32,8590,Fashion,10.45,636,1,1968035,Photo,182724,IG0007392,1777826,13690,558,Hashtags,7/1/2025
32,9220,Technology,9.68,697,30,1289266,Photo,98500,IG0015818,1056530,12176,4892,Profile,2/2/2025
33,448,Comedy,5.3,396,0,725929,Carousel,27008,IG0017460,532806,8068,2947,Home Feed,8/3/2025
33,617,Travel,7.05,27,0,662944,Reel,40919,IG0021605,419993,4516,674,Home Feed,7/11/2025
33,2186,Beauty,6.02,967,29,1485349,Carousel,80490,IG0018476,1018399,3605,3116,Hashtags,11/26/2024
33,2853,Music,6.88,547,8,1633865,Carousel,94946,IG0016840,1205574,11549,3054,Explore,8/7/2025
33,3676,Fashion,8.56,9,20,2158001,Reel,176197,IG0023412,1939983,4359,585,External,9/10/2025
33,6095,Music,12.61,106,18,1679312,Carousel,195515,IG0022551,1461704,8104,2130,Explore,5/24/2025
33,6590,Music,30.26,524,5,688904,Carousel,196683,IG0018819,352452,557,4649,Home Feed,1/23/2025
33,7201,Music,12.9,604,16,791134,Video,81823,IG0026430,774961,11762,1293,Explore,3/8/2025
33,7680,Technology,9.11,431,16,1472483,Carousel,110733,IG0022214,1454911,12645,3124,Home Feed,11/17/2025
33,8398,Fitness,3.06,383,29,2346441,Video,54924,IG0022477,1903618,7191,1306,Hashtags,10/12/2025
33,8511,Technology,15.13,367,5,1184729,Photo,165624,IG0021398,1063354,3699,1418,Home Feed,7/3/2025
33,8817,Fashion,2.48,579,9,1781446,Photo,32079,IG0002998,1464323,3025,196,Explore,9/15/2025
33,8994,Fashion,6.38,585,29,1000157,Reel,50120,IG0010325,603507,2272,2439,External,7/8/2025
33,9550,Lifestyle,1.84,136,21,1368622,Reel,12430,IG0024520,1244946,1107,2068,Hashtags,11/24/2024
34,2438,Fitness,7.5,538,4,426983,Carousel,25514,IG0021946,329284,3991,94,Home Feed,8/2/2025
34,3043,Fashion,19.19,984,6,1050495,Photo,192765,IG0010285,955860,3387,2417,Hashtags,12/30/2024
34,3814,Fitness,18.27,286,19,929347,Video,159734,IG0006211,730941,3585,2646,Hashtags,8/10/2025
